ID,Text,Label,Vulnerability Type,Timestamp
1570,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,ARP Spoofing,2024-09-27 00:45:00
1571,Email received with suspicious attachment from unknown source,1,SSL Vulnerability,2024-09-27 00:50:00
1572,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,ARP Spoofing,2024-09-27 00:55:00
1573,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Insider Threat,2024-09-27 01:00:00
1574,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Reconnaissance,2024-09-27 01:05:00
1575,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Phishing,2024-09-27 01:10:00
1576,SSL certificate expired for web service hosted on 203.0.113.20,1,Port Scanning,2024-09-27 01:15:00
1577,"Spear phishing email received by employee, flagged for investigation",1,SQL Injection,2024-09-27 01:20:00
1578,SSL certificate expired for web service hosted on 203.0.113.20,1,Exploit,2024-09-27 01:25:00
1579,Suspicious login detected at an unusual hour from 192.168.1.101,1,SSL Vulnerability,2024-09-27 01:30:00
1580,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Phishing,2024-09-27 01:35:00
1581,"Spear phishing email received by employee, flagged for investigation",1,Unauthorized Access,2024-09-27 01:40:00
1582,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Brute Force,2024-09-27 01:45:00
1583,Exploit attempt detected using outdated library version on web service,1,Phishing,2024-09-27 01:50:00
1584,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,DDoS,2024-09-27 01:55:00
1585,Data leakage prevention alert triggered by outbound sensitive data,0,None,2024-09-27 02:00:00
1586,"Incoming request on port 8080, multiple failed login attempts detected",1,Port Scanning,2024-09-27 02:05:00
1587,Worm detected spreading through internal subnet 172.16.0.0/24,1,Exploit,2024-09-27 02:10:00
1588,Exploit attempt detected using outdated library version on web service,1,Reconnaissance,2024-09-27 02:15:00
1589,Unusual traffic pattern detected on internal database server,1,Brute Force,2024-09-27 02:20:00
1590,Detected unauthorized software installation on company workstation,1,Privilege Escalation,2024-09-27 02:25:00
1591,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Packet Flooding,2024-09-27 02:30:00
1592,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Packet Flooding,2024-09-27 02:35:00
1593,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Data Exfiltration,2024-09-27 02:40:00
1594,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Unauthorized Access,2024-09-27 02:45:00
1595,"Incoming request on port 8080, multiple failed login attempts detected",1,SSL Vulnerability,2024-09-27 02:50:00
1596,Suspicious login detected at an unusual hour from 192.168.1.101,1,Brute Force,2024-09-27 02:55:00
1597,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,ARP Spoofing,2024-09-27 03:00:00
1598,Worm detected spreading through internal subnet 172.16.0.0/24,1,Privilege Escalation,2024-09-27 03:05:00
1599,"Spear phishing email received by employee, flagged for investigation",1,Privilege Escalation,2024-09-27 03:10:00
1600,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Data Exfiltration,2024-09-27 03:15:00
1601,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,SQL Injection,2024-09-27 03:20:00
1602,Email received with suspicious attachment from unknown source,1,ARP Spoofing,2024-09-27 03:25:00
1603,"Incoming request on port 8080, multiple failed login attempts detected",1,Privilege Escalation,2024-09-27 03:30:00
1604,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Sensitive Data Leak,2024-09-27 03:35:00
1605,Internal user attempted to access restricted file server from port 22,1,Packet Flooding,2024-09-27 03:40:00
1606,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Phishing,2024-09-27 03:45:00
1607,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Port Scanning,2024-09-27 03:50:00
1608,Detected SQL injection attempt on website query /login.php,1,SSL Vulnerability,2024-09-27 03:55:00
1609,Detected SQL injection attempt on website query /login.php,1,Unauthorized Access,2024-09-27 04:00:00
1610,Unencrypted sensitive data transmission detected from port 25 to port 587,1,SSL Vulnerability,2024-09-27 04:05:00
1611,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Worm,2024-09-27 04:10:00
1612,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,SSL Vulnerability,2024-09-27 04:15:00
1613,Worm detected spreading through internal subnet 172.16.0.0/24,1,Brute Force,2024-09-27 04:20:00
1614,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,SSL Vulnerability,2024-09-27 04:25:00
1615,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Port Scanning,2024-09-27 04:30:00
1616,Unusual traffic pattern detected on internal database server,1,Privilege Escalation,2024-09-27 04:35:00
1617,Exploit attempt detected using outdated library version on web service,1,Exploit,2024-09-27 04:40:00
1618,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,DDoS,2024-09-27 04:45:00
1619,Detected unauthorized software installation on company workstation,1,Malware,2024-09-27 04:50:00
1620,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,DDoS,2024-09-27 04:55:00
1621,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Ransomware,2024-09-27 05:00:00
1622,Detected ARP spoofing attempt on internal network from 192.168.10.2,0,None,2024-09-27 05:05:00
1623,Detected unauthorized software installation on company workstation,1,Reconnaissance,2024-09-27 05:10:00
1624,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Sensitive Data Leak,2024-09-27 05:15:00
1625,"Spear phishing email received by employee, flagged for investigation",1,Brute Force,2024-09-27 05:20:00
1626,Exploit attempt detected using outdated library version on web service,1,Unauthorized Access,2024-09-27 05:25:00
1627,"Critical vulnerability found in system configuration, patch required",1,SQL Injection,2024-09-27 05:30:00
1628,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Sensitive Data Leak,2024-09-27 05:35:00
1629,SSL certificate expired for web service hosted on 203.0.113.20,1,Phishing,2024-09-27 05:40:00
1630,Exploit attempt detected using outdated library version on web service,1,Exploit,2024-09-27 05:45:00
1631,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Privilege Escalation,2024-09-27 05:50:00
1632,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,SQL Injection,2024-09-27 05:55:00
1633,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Packet Flooding,2024-09-27 06:00:00
1634,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Insider Threat,2024-09-27 06:05:00
1635,Email received with suspicious attachment from unknown source,1,Brute Force,2024-09-27 06:10:00
1636,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,DDoS,2024-09-27 06:15:00
1637,"Critical vulnerability found in system configuration, patch required",1,Sensitive Data Leak,2024-09-27 06:20:00
1638,"Spear phishing email received by employee, flagged for investigation",1,Port Scanning,2024-09-27 06:25:00
1639,Unusually high bandwidth usage detected between internal servers,1,Phishing,2024-09-27 06:30:00
1640,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Exploit,2024-09-27 06:35:00
1641,"Incoming request on port 8080, multiple failed login attempts detected",1,Data Exfiltration,2024-09-27 06:40:00
1642,Worm detected spreading through internal subnet 172.16.0.0/24,1,Ransomware,2024-09-27 06:45:00
1643,Detected unauthorized software installation on company workstation,1,Ransomware,2024-09-27 06:50:00
1644,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Data Exfiltration,2024-09-27 06:55:00
1645,Worm detected spreading through internal subnet 172.16.0.0/24,1,Sensitive Data Leak,2024-09-27 07:00:00
1646,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Privilege Escalation,2024-09-27 07:05:00
1647,Detected unauthorized software installation on company workstation,1,Reconnaissance,2024-09-27 07:10:00
1648,Email received with suspicious attachment from unknown source,1,Brute Force,2024-09-27 07:15:00
1649,Detected SQL injection attempt on website query /login.php,1,SSL Vulnerability,2024-09-27 07:20:00
1650,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Phishing,2024-09-27 07:25:00
1651,"Critical vulnerability found in system configuration, patch required",1,Brute Force,2024-09-27 07:30:00
1652,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Port Scanning,2024-09-27 07:35:00
1653,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Malware,2024-09-27 07:40:00
1654,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Exploit,2024-09-27 07:45:00
1655,Internal user attempted to access restricted file server from port 22,1,Sensitive Data Leak,2024-09-27 07:50:00
1656,"Spear phishing email received by employee, flagged for investigation",1,Reconnaissance,2024-09-27 07:55:00
1657,Suspicious login detected at an unusual hour from 192.168.1.101,1,Phishing,2024-09-27 08:00:00
1658,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Worm,2024-09-27 08:05:00
1659,Unusual traffic pattern detected on internal database server,1,Packet Flooding,2024-09-27 08:10:00
1660,Data leakage prevention alert triggered by outbound sensitive data,0,None,2024-09-27 08:15:00
1661,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,ARP Spoofing,2024-09-27 08:20:00
1662,Suspicious login detected at an unusual hour from 192.168.1.101,1,Malware,2024-09-27 08:25:00
1663,Data leakage prevention alert triggered by outbound sensitive data,1,Unauthorized Access,2024-09-27 08:30:00
1664,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Unauthorized Access,2024-09-27 08:35:00
1665,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,Malware,2024-09-27 08:40:00
1666,SSL certificate expired for web service hosted on 203.0.113.20,1,Ransomware,2024-09-27 08:45:00
1667,"Spear phishing email received by employee, flagged for investigation",1,Brute Force,2024-09-27 08:50:00
1668,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,ARP Spoofing,2024-09-27 08:55:00
1669,Detected SQL injection attempt on website query /login.php,1,Port Scanning,2024-09-27 09:00:00
1670,Detected unauthorized software installation on company workstation,1,ARP Spoofing,2024-09-27 09:05:00
1671,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Ransomware,2024-09-27 09:10:00
1672,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Port Scanning,2024-09-27 09:15:00
1673,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,ARP Spoofing,2024-09-27 09:20:00
1674,Exploit attempt detected using outdated library version on web service,1,Malware,2024-09-27 09:25:00
1675,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,SSL Vulnerability,2024-09-27 09:30:00
1676,Data leakage prevention alert triggered by outbound sensitive data,1,DDoS,2024-09-27 09:35:00
1677,"Incoming request on port 8080, multiple failed login attempts detected",1,Port Scanning,2024-09-27 09:40:00
1678,Exploit attempt detected using outdated library version on web service,1,Sensitive Data Leak,2024-09-27 09:45:00
1679,Internal user attempted to access restricted file server from port 22,1,Malware,2024-09-27 09:50:00
1680,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Worm,2024-09-27 09:55:00
1681,Data leakage prevention alert triggered by outbound sensitive data,1,ARP Spoofing,2024-09-27 10:00:00
1682,Exploit attempt detected using outdated library version on web service,1,Worm,2024-09-27 10:05:00
1683,"Critical vulnerability found in system configuration, patch required",1,SQL Injection,2024-09-27 10:10:00
1684,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Unauthorized Access,2024-09-27 10:15:00
1685,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Sensitive Data Leak,2024-09-27 10:20:00
1686,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Privilege Escalation,2024-09-27 10:25:00
1687,SSL certificate expired for web service hosted on 203.0.113.20,1,Unauthorized Access,2024-09-27 10:30:00
1688,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Unauthorized Access,2024-09-27 10:35:00
1689,Exploit attempt detected using outdated library version on web service,1,Malware,2024-09-27 10:40:00
1690,"Incoming request on port 8080, multiple failed login attempts detected",1,Phishing,2024-09-27 10:45:00
1691,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,DDoS,2024-09-27 10:50:00
1692,Worm detected spreading through internal subnet 172.16.0.0/24,1,Ransomware,2024-09-27 10:55:00
1693,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,SQL Injection,2024-09-27 11:00:00
1694,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Insider Threat,2024-09-27 11:05:00
1695,Unusually high bandwidth usage detected between internal servers,1,Insider Threat,2024-09-27 11:10:00
1696,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Packet Flooding,2024-09-27 11:15:00
1697,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Brute Force,2024-09-27 11:20:00
1698,Data leakage prevention alert triggered by outbound sensitive data,1,DDoS,2024-09-27 11:25:00
1699,"Critical vulnerability found in system configuration, patch required",1,Malware,2024-09-27 11:30:00
1700,"Critical vulnerability found in system configuration, patch required",1,Insider Threat,2024-09-27 11:35:00
1701,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,SQL Injection,2024-09-27 11:40:00
1702,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,SQL Injection,2024-09-27 11:45:00
1703,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Worm,2024-09-27 11:50:00
1704,Suspicious login detected at an unusual hour from 192.168.1.101,1,SSL Vulnerability,2024-09-27 11:55:00
1705,Detected unauthorized software installation on company workstation,1,Unauthorized Access,2024-09-27 12:00:00
1706,SSL certificate expired for web service hosted on 203.0.113.20,1,Exploit,2024-09-27 12:05:00
1707,"Spear phishing email received by employee, flagged for investigation",1,Data Exfiltration,2024-09-27 12:10:00
1708,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Brute Force,2024-09-27 12:15:00
1709,Unusually high bandwidth usage detected between internal servers,1,Malware,2024-09-27 12:20:00
1710,"Spear phishing email received by employee, flagged for investigation",0,None,2024-09-27 12:25:00
1711,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Malware,2024-09-27 12:30:00
1712,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Unauthorized Access,2024-09-27 12:35:00
1713,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Sensitive Data Leak,2024-09-27 12:40:00
1714,Exploit attempt detected using outdated library version on web service,1,SSL Vulnerability,2024-09-27 12:45:00
1715,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,SSL Vulnerability,2024-09-27 12:50:00
1716,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Privilege Escalation,2024-09-27 12:55:00
1717,Unusually high bandwidth usage detected between internal servers,1,Packet Flooding,2024-09-27 13:00:00
1718,Worm detected spreading through internal subnet 172.16.0.0/24,1,Ransomware,2024-09-27 13:05:00
1719,"Spear phishing email received by employee, flagged for investigation",1,SSL Vulnerability,2024-09-27 13:10:00
1720,Internal user attempted to access restricted file server from port 22,1,Packet Flooding,2024-09-27 13:15:00
1721,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Reconnaissance,2024-09-27 13:20:00
1722,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Malware,2024-09-27 13:25:00
1723,"Critical vulnerability found in system configuration, patch required",1,ARP Spoofing,2024-09-27 13:30:00
1724,Worm detected spreading through internal subnet 172.16.0.0/24,1,Phishing,2024-09-27 13:35:00
1725,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Packet Flooding,2024-09-27 13:40:00
1726,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,ARP Spoofing,2024-09-27 13:45:00
1727,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,0,None,2024-09-27 13:50:00
1728,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,DDoS,2024-09-27 13:55:00
1729,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,DDoS,2024-09-27 14:00:00
1730,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Packet Flooding,2024-09-27 14:05:00
1731,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,ARP Spoofing,2024-09-27 14:10:00
1732,Detected unauthorized software installation on company workstation,1,Data Exfiltration,2024-09-27 14:15:00
1733,Unusual traffic pattern detected on internal database server,1,Packet Flooding,2024-09-27 14:20:00
1734,Detected SQL injection attempt on website query /login.php,1,Reconnaissance,2024-09-27 14:25:00
1735,Unusually high bandwidth usage detected between internal servers,1,SSL Vulnerability,2024-09-27 14:30:00
1736,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Worm,2024-09-27 14:35:00
1737,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Packet Flooding,2024-09-27 14:40:00
1738,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Exploit,2024-09-27 14:45:00
1739,"Critical vulnerability found in system configuration, patch required",1,ARP Spoofing,2024-09-27 14:50:00
1740,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Sensitive Data Leak,2024-09-27 14:55:00
1741,"Critical vulnerability found in system configuration, patch required",1,Data Exfiltration,2024-09-27 15:00:00
1742,Unusual traffic pattern detected on internal database server,1,Packet Flooding,2024-09-27 15:05:00
1743,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Privilege Escalation,2024-09-27 15:10:00
1744,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Ransomware,2024-09-27 15:15:00
1745,Detected SQL injection attempt on website query /login.php,1,Unauthorized Access,2024-09-27 15:20:00
1746,Suspicious login detected at an unusual hour from 192.168.1.101,1,SSL Vulnerability,2024-09-27 15:25:00
1747,SSL certificate expired for web service hosted on 203.0.113.20,1,Phishing,2024-09-27 15:30:00
1748,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Phishing,2024-09-27 15:35:00
1749,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,SQL Injection,2024-09-27 15:40:00
1750,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Brute Force,2024-09-27 15:45:00
1751,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Port Scanning,2024-09-27 15:50:00
1752,SSL certificate expired for web service hosted on 203.0.113.20,1,Port Scanning,2024-09-27 15:55:00
1753,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Packet Flooding,2024-09-27 16:00:00
1754,"Spear phishing email received by employee, flagged for investigation",1,Reconnaissance,2024-09-27 16:05:00
1755,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Packet Flooding,2024-09-27 16:10:00
1756,Unusually high bandwidth usage detected between internal servers,1,Insider Threat,2024-09-27 16:15:00
1757,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,SQL Injection,2024-09-27 16:20:00
1758,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Worm,2024-09-27 16:25:00
1759,Email received with suspicious attachment from unknown source,0,None,2024-09-27 16:30:00
1760,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Sensitive Data Leak,2024-09-27 16:35:00
1761,Worm detected spreading through internal subnet 172.16.0.0/24,1,Ransomware,2024-09-27 16:40:00
1762,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Packet Flooding,2024-09-27 16:45:00
1763,Unencrypted sensitive data transmission detected from port 25 to port 587,1,ARP Spoofing,2024-09-27 16:50:00
1764,Detected SQL injection attempt on website query /login.php,1,Unauthorized Access,2024-09-27 16:55:00
1765,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Malware,2024-09-27 17:00:00
1766,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Ransomware,2024-09-27 17:05:00
1767,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Exploit,2024-09-27 17:10:00
1768,Worm detected spreading through internal subnet 172.16.0.0/24,1,Port Scanning,2024-09-27 17:15:00
1769,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Ransomware,2024-09-27 17:20:00
1770,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Packet Flooding,2024-09-27 17:25:00
1771,"Spear phishing email received by employee, flagged for investigation",1,Reconnaissance,2024-09-27 17:30:00
1772,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Exploit,2024-09-27 17:35:00
1773,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Port Scanning,2024-09-27 17:40:00
1774,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Phishing,2024-09-27 17:45:00
1775,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Exploit,2024-09-27 17:50:00
1776,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Exploit,2024-09-27 17:55:00
1777,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Sensitive Data Leak,2024-09-27 18:00:00
1778,"Critical vulnerability found in system configuration, patch required",1,Malware,2024-09-27 18:05:00
1779,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Reconnaissance,2024-09-27 18:10:00
1780,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Port Scanning,2024-09-27 18:15:00
1781,"Spear phishing email received by employee, flagged for investigation",1,ARP Spoofing,2024-09-27 18:20:00
1782,Unencrypted sensitive data transmission detected from port 25 to port 587,1,Sensitive Data Leak,2024-09-27 18:25:00
1783,Worm detected spreading through internal subnet 172.16.0.0/24,1,Brute Force,2024-09-27 18:30:00
1784,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Port Scanning,2024-09-27 18:35:00
1785,SSL certificate expired for web service hosted on 203.0.113.20,1,Privilege Escalation,2024-09-27 18:40:00
1786,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Port Scanning,2024-09-27 18:45:00
1787,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Data Exfiltration,2024-09-27 18:50:00
1788,Internal user attempted to access restricted file server from port 22,1,Unauthorized Access,2024-09-27 18:55:00
1789,Unusually high bandwidth usage detected between internal servers,1,SSL Vulnerability,2024-09-27 19:00:00
1790,SSL certificate expired for web service hosted on 203.0.113.20,1,ARP Spoofing,2024-09-27 19:05:00
1791,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,0,None,2024-09-27 19:10:00
1792,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,ARP Spoofing,2024-09-27 19:15:00
1793,Internal user attempted to access restricted file server from port 22,1,Ransomware,2024-09-27 19:20:00
1794,"Spear phishing email received by employee, flagged for investigation",1,Packet Flooding,2024-09-27 19:25:00
1795,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Ransomware,2024-09-27 19:30:00
1796,Detected SQL injection attempt on website query /login.php,1,Worm,2024-09-27 19:35:00
1797,"Incoming request on port 8080, multiple failed login attempts detected",1,Brute Force,2024-09-27 19:40:00
1798,Unusual traffic pattern detected on internal database server,1,Exploit,2024-09-27 19:45:00
1799,Malicious script execution attempt detected on /admin panel,1,Port Scanning,2024-09-27 19:50:00
1800,"Incoming request on port 8080, multiple failed login attempts detected",1,Data Exfiltration,2024-09-27 19:55:00
1801,Unusual outbound traffic detected from internal server to external IP 54.38.212.1,1,Exploit,2024-09-27 20:00:00
1802,Malicious script execution attempt detected on /admin panel,1,Unauthorized Access,2024-09-27 20:05:00
1803,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,SSL Vulnerability,2024-09-27 20:10:00
1804,Data leakage prevention alert triggered by outbound sensitive data,1,Brute Force,2024-09-27 20:15:00
1805,Worm detected spreading through internal subnet 172.16.0.0/24,1,Phishing,2024-09-27 20:20:00
1806,Detected SQL injection attempt on website query /login.php,1,Unauthorized Access,2024-09-27 20:25:00
1807,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Sensitive Data Leak,2024-09-27 20:30:00
1808,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Worm,2024-09-27 20:35:00
1809,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Privilege Escalation,2024-09-27 20:40:00
1810,Detected SQL injection attempt on website query /login.php,1,Data Exfiltration,2024-09-27 20:45:00
1811,Failed SSH login attempt from IP 45.33.32.156 with multiple retries,1,Port Scanning,2024-09-27 20:50:00
1812,Unusually high bandwidth usage detected between internal servers,1,Phishing,2024-09-27 20:55:00
1813,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,1,Data Exfiltration,2024-09-27 21:00:00
1814,Suspicious login detected at an unusual hour from 192.168.1.101,1,Malware,2024-09-27 21:05:00
1815,Suspicious login detected at an unusual hour from 192.168.1.101,1,Brute Force,2024-09-27 21:10:00
1816,Suspicious packet flooding detected from IP 172.217.15.110 to internal services,1,Unauthorized Access,2024-09-27 21:15:00
1817,Unusually high bandwidth usage detected between internal servers,1,Worm,2024-09-27 21:20:00
1818,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,Privilege Escalation,2024-09-27 21:25:00
1819,"Network probe detected from IP 185.86.151.11, likely reconnaissance activity",1,DDoS,2024-09-27 21:30:00
1820,Unusual traffic pattern detected on internal database server,1,Privilege Escalation,2024-09-27 21:35:00
1821,Multiple packets dropped due to suspicious activity from IP 10.0.0.1,0,None,2024-09-27 21:40:00
1822,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Privilege Escalation,2024-09-27 21:45:00
1823,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,Ransomware,2024-09-27 21:50:00
1824,Unusually high bandwidth usage detected between internal servers,1,Phishing,2024-09-27 21:55:00
1825,Unauthorized privilege escalation attempt detected on 10.0.0.3,1,Port Scanning,2024-09-27 22:00:00
1826,"Incoming request on port 8080, multiple failed login attempts detected",1,Privilege Escalation,2024-09-27 22:05:00
1827,Data exfiltration detected to external IP 13.55.112.122 via DNS tunneling,1,Brute Force,2024-09-27 22:10:00
1828,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,ARP Spoofing,2024-09-27 22:15:00
1829,Detected ARP spoofing attempt on internal network from 192.168.10.2,1,Unauthorized Access,2024-09-27 22:20:00
1830,Unusually high bandwidth usage detected between internal servers,1,Privilege Escalation,2024-09-27 22:25:00
1831,Unusually high bandwidth usage detected between internal servers,1,Ransomware,2024-09-27 22:30:00
1832,Worm detected spreading through internal subnet 172.16.0.0/24,1,Privilege Escalation,2024-09-27 22:35:00
1833,Unauthorized login attempt detected from 203.0.113.5 to server 198.51.100.1,1,Phishing,2024-09-27 22:40:00
1834,Internal user attempted to access restricted file server from port 22,1,Brute Force,2024-09-27 22:45:00
1835,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Sensitive Data Leak,2024-09-27 22:50:00
1836,Normal traffic from 192.168.0.1 to 192.168.0.10 on port 443,1,DDoS,2024-09-27 22:55:00
1837,Excessive port scanning activity from IP 203.0.113.42 to multiple services,1,Unauthorized Access,2024-09-27 23:00:00
1838,Unusually high bandwidth usage detected between internal servers,1,Port Scanning,2024-09-27 23:05:00
1839,Standard GET request on port 80 from 172.16.0.5 to 172.16.0.7,1,Brute Force,2024-09-27 23:10:00
1840,SSL certificate expired for web service hosted on 203.0.113.20,1,SSL Vulnerability,2024-09-27 23:15:00
1841,Traffic spike on port 443 with unusual packet sizes from 162.243.58.60,1,Exploit,2024-09-27 23:20:00
1842,Detected unauthorized software installation on company workstation,1,ARP Spoofing,2024-09-27 23:25:00
1843,Suspicious login detected at an unusual hour from 192.168.1.101,1,Unauthorized Access,2024-09-27 23:30:00
1844,Heavy traffic detected from 10.10.10.2 to multiple destinations (possible DDoS),1,DDoS,2024-09-27 23:35:00
1845,Detected unauthorized software installation on company workstation,1,SQL Injection,2024-09-27 23:40:00
1846,Malicious script execution attempt detected on /admin panel,1,SQL Injection,2024-09-27 23:45:00
